,squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category,PoolAndYard
5854,47386,thirty-six,73,187,8,8,2012,False,False,725,4076,937,True,0,4746476.2,Basic,has pool and no yard
5855,33871,eighty-five,64,56974,8,6,2008,True,False,9488,9597,269,True,4,3394030.8,Basic,has pool and no yard
5856,45406,fifty-three,54,25031,9,9,1998,False,True,9302,4165,837,False,6,4545686.8,Basic,no pool and has yard
5857,66434,eighty,16,65059,6,8,2009,True,True,2276,24,262,True,0,6644460.9,Basic,no pool and no yard
5858,23684,ninety-five,76,41456,5,10,2013,False,True,6588,9147,931,False,8,2370875.3,Basic,no pool and no yard
5859,47177,eighty,25,44490,8,4,2002,False,True,1157,4021,910,False,10,4726802.2,Basic,has pool and has yard
5860,61661,ten,33,3,3,10,2004,False,False,6270,6115,151,True,2,6168562.4,Basic,no pool and no yard
5861,449,thirty-one,59,56485,6,2,2011,True,True,5930,2141,132,False,10,50344.1,Basic,no pool and no yard
5862,66648,forty-eight,52,1898,2,10,1999,False,True,748,4710,319,True,0,6670719.9,Basic,has pool and no yard
5863,48757,forty-one,51,13126,7,4,2017,True,True,9681,9892,278,False,0,4879405.7,Basic,no pool and no yard
5864,23558,forty-two,65,70699,9,2,2010,False,False,2336,8483,319,False,2,2359701.0,Basic,no pool and no yard
5865,56223,forty-two,31,75941,6,5,2016,False,True,4779,5755,689,False,10,5629298.6,Basic,has pool and has yard
5866,14137,sixty-eight,50,38652,8,7,2021,False,False,9290,3294,189,False,6,1425174.1,Basic,has pool and has yard
5867,59386,eighty-five,27,38284,8,4,2000,True,True,2341,2771,734,True,5,5942766.0,Basic,has pool and no yard
5868,34826,fifty-five,2,95710,9,2,2011,True,False,6494,3875,129,False,1,3488059.1,Basic,no pool and has yard
5869,12785,ninety-one,35,29170,10,8,2019,False,False,5795,7805,834,False,3,1284860.9,Basic,has pool and no yard
5870,72587,ninety-eight,20,67127,9,5,1998,True,False,7012,1497,493,False,7,7265382.8,Luxury,has pool and has yard
5871,69804,ninety,8,54462,5,2,2007,False,True,8059,5943,785,True,8,6984611.7,Basic,no pool and has yard
5872,63915,eleven,72,46601,10,6,2002,False,False,7612,5364,896,False,1,6396088.2,Basic,no pool and no yard
5873,24415,seventy-six,4,62039,7,9,2019,False,False,4510,3810,836,True,10,2442299.9,Basic,no pool and no yard
5874,91007,forty-nine,6,34754,9,7,2004,True,False,5933,9519,324,True,7,9101688.4,Basic,no pool and no yard
5875,24023,forty-seven,11,57123,1,6,1998,True,True,1490,9299,642,False,9,2405911.8,Basic,no pool and has yard
5876,66716,twenty-two,72,95057,8,10,2013,False,True,7644,1296,196,True,8,6678899.3,Basic,no pool and has yard
5877,44653,thirty-five,78,75252,1,1,2002,False,False,9351,6088,266,False,2,4473832.2,Basic,has pool and no yard
5878,91013,one,65,53061,9,9,2010,False,False,6098,4404,565,True,4,9111320.0,Basic,has pool and no yard
5879,14725,fourteen,69,55962,4,4,1997,False,False,6787,1487,121,True,0,1484099.7,Basic,no pool and has yard
5880,61115,forty-eight,56,91611,1,10,1991,True,True,6995,5435,469,True,8,6116454.1,Basic,has pool and no yard
5881,90925,twenty-five,45,56189,5,3,2007,True,False,8,9187,958,False,5,9094635.7,Basic,no pool and no yard
5882,54717,fifty-two,3,67749,3,6,2019,False,True,8650,6539,424,True,7,5478930.9,Basic,has pool and has yard
5883,53708,eighty-one,73,23097,3,4,2006,True,False,6615,3050,718,True,1,5378041.6,Basic,no pool and has yard
5884,55413,thirty-two,64,27272,3,5,2018,True,True,8161,8293,522,False,2,5551048.8,Luxury,has pool and has yard
5885,74875,ninety-eight,7,78989,3,4,2017,True,False,7067,7176,196,False,1,7495681.7,Luxury,has pool and has yard
5886,65844,thirteen,68,38885,2,2,1998,True,False,1264,8359,705,True,7,6587579.8,Basic,has pool and no yard
5887,28613,ninety-five,13,26626,3,6,1997,True,False,1582,4340,386,True,6,2862135.7,Basic,no pool and no yard
5888,99458,ninety-four,77,6721,10,1,1994,False,False,6255,3825,220,False,4,9957307.4,Basic,has pool and has yard
5889,69399,seventy-seven,1,23261,2,6,2003,False,False,9456,8699,604,False,8,6940277.3,Basic,no pool and no yard
5890,51237,ninety-two,32,9328,7,9,2017,True,False,9301,5658,388,False,7,5130743.7,Luxury,has pool and has yard
5891,29276,forty-two,41,10763,9,2,1997,False,False,1366,4185,108,False,9,2928782.7,Basic,no pool and no yard
5892,50938,thirty-three,49,82322,1,5,1994,True,False,5170,1660,731,True,6,5103724.4,Luxury,has pool and has yard
5893,39614,ninety-seven,66,37972,3,8,2001,True,False,9419,3143,946,True,9,3968931.1,Basic,has pool and no yard
5894,5758,seventy-seven,57,46266,2,8,1990,True,False,387,9537,308,True,9,581130.0,Basic,no pool and has yard
5895,60562,ten,4,74477,6,5,2014,True,False,7722,2203,125,True,5,6061364.4,Basic,has pool and no yard
5896,28048,sixty-three,93,41654,4,1,1998,False,True,7318,1221,844,True,3,2806887.8,Basic,no pool and no yard
5897,92649,twenty-eight,54,66400,3,4,2015,True,False,6367,6269,327,True,0,9270413.5,Basic,no pool and has yard
5898,16354,four,53,61599,4,3,2019,True,False,6420,5097,160,False,5,1645035.9,Luxury,has pool and has yard
5899,50418,forty-three,64,75051,10,7,2006,True,False,620,2791,440,True,7,5047372.6,Basic,no pool and no yard
5900,20075,twenty-five,87,48709,10,3,2000,False,True,1432,13,807,True,1,2010227.0,Basic,no pool and no yard
5901,54729,thirty,9,20767,3,2,2001,False,True,4763,5709,281,True,6,5479404.1,Basic,has pool and has yard
5902,34767,thirteen,91,10449,7,1,2017,False,False,257,8974,654,True,9,3481346.7,Basic,no pool and no yard
5903,31388,seventeen,18,82136,1,1,2015,False,True,7904,3077,626,False,1,3145817.5,Basic,has pool and has yard
5904,37134,eighty-three,9,59284,7,1,2005,True,True,1826,6439,607,False,2,3718807.5,Luxury,has pool and has yard
5905,14011,ninety-nine,59,34664,6,2,2002,False,True,9027,4732,585,True,1,1408285.2,Basic,has pool and no yard
5906,87589,fifty-four,80,48335,6,2,2016,True,True,1104,4887,531,False,0,8769157.6,Basic,has pool and no yard
5907,40993,sixteen,7,50040,6,8,2017,True,False,8833,10000,112,False,7,4102780.7,Basic,has pool and no yard
5908,92811,three,91,55214,5,5,2014,False,True,6492,3673,396,True,0,9293471.4,Basic,has pool and no yard
5909,26867,six,30,26778,10,10,2000,False,True,2923,20,577,False,0,2690300.0,Basic,no pool and no yard
5910,49170,ninety-six,21,44018,9,3,1991,False,True,4929,1906,571,True,5,4923152.1,Basic,has pool and no yard
5911,77081,sixty-seven,54,81670,10,5,1995,False,True,242,3294,419,True,1,7711931.5,Basic,has pool and no yard
5912,66959,eighty-seven,36,6018,4,8,2010,True,False,2741,1460,294,False,9,6699322.0,Basic,no pool and has yard
5913,82458,ninety-three,14,37295,4,9,2001,True,True,5165,3909,624,True,7,8250503.1,Basic,has pool and no yard
5914,85615,sixty-eight,63,32039,9,3,2009,False,False,2503,3381,548,False,8,8572770.9,Basic,has pool and has yard
5915,61803,twenty-two,39,16975,4,2,2005,False,True,1851,9450,740,False,1,6187398.5,Basic,has pool and has yard
5916,93190,fifty-one,44,67570,5,5,1998,True,False,4817,7651,998,False,7,9322069.8,Basic,no pool and no yard
5917,79240,fifty-three,66,70466,1,3,1994,False,False,3190,8062,166,True,4,7928275.4,Basic,no pool and has yard
5918,86184,ninety-nine,42,14009,1,4,1993,True,False,6361,6288,945,True,1,8625590.3,Luxury,has pool and has yard
5919,57097,sixty-five,31,27120,2,7,2011,True,True,6657,3113,582,False,2,5715926.1,Basic,has pool and no yard
5920,683,ninety-one,31,75419,10,3,2009,False,True,6528,2986,172,False,10,76430.9,Basic,has pool and has yard
5921,22255,seventy,65,43995,10,3,2002,False,True,4297,1138,978,False,8,2239467.2,Basic,has pool and has yard
5922,43586,twelve,96,16475,2,6,2015,False,False,6790,8376,626,False,7,4366236.5,Basic,no pool and has yard
5923,55472,forty-four,13,87433,5,6,2008,True,True,4205,6960,653,True,0,5553013.8,Basic,has pool and no yard
5924,58253,fifteen,94,64455,5,1,2014,True,True,4926,358,990,True,0,5832546.4,Basic,no pool and has yard
5925,46308,seventy-three,97,40354,4,5,2009,False,False,2825,3246,861,False,4,4639736.9,Basic,no pool and no yard
5926,65961,twenty-nine,18,92444,3,10,1997,False,False,6764,7680,211,False,1,6600131.7,Basic,has pool and no yard
5927,77262,nineteen,38,41026,8,5,1990,True,True,8000,8829,210,True,7,7732674.0,Basic,has pool and no yard
5928,48399,seventy-eight,72,25868,1,2,2007,False,False,6962,2547,246,True,6,4847310.7,Basic,has pool and no yard
5929,75402,fifty-nine,21,30993,3,10,2003,True,False,521,7959,257,True,8,7545050.3,Basic,has pool and no yard
5930,54750,ten,69,34626,4,4,1990,True,False,4193,8395,783,True,0,5481119.0,Basic,no pool and no yard
5931,25968,seventy-four,4,78812,6,5,2002,False,True,8566,2803,112,False,10,2601762.2,Basic,no pool and has yard
5932,28993,ninety-six,3,12275,3,6,1998,False,False,3119,1785,552,True,10,2902643.8,Basic,no pool and has yard
5933,28605,two,25,63712,7,6,2003,True,True,1624,1800,492,False,1,2866459.3,Basic,has pool and no yard
5934,68184,sixty-four,85,64961,8,4,1998,True,True,1937,125,112,False,10,6823394.8,Basic,no pool and no yard
5935,98283,forty-one,8,19613,1,9,2003,False,True,7569,1515,236,False,4,9833681.3,Basic,has pool and no yard
5936,95238,one hundred,54,1606,8,9,2019,False,True,1533,8203,395,False,1,9530991.9,Basic,no pool and has yard
5937,67519,eighty-five,55,40410,9,10,2014,True,True,3599,8584,298,False,0,6754271.4,Basic,no pool and no yard
5938,33608,thirty-eight,18,77318,6,2,1998,False,True,2298,379,616,True,10,3365171.8,Basic,no pool and has yard
5939,22851,five,22,49622,6,10,2011,True,False,3531,500,480,True,6,2287033.1,Basic,no pool and no yard
5940,69165,sixteen,10,91418,7,5,2019,False,False,2470,8210,125,False,5,6919982.9,Basic,no pool and has yard
5941,15321,fifty-three,8,57521,1,4,2014,True,True,2829,2827,853,True,1,1533279.4,Basic,no pool and no yard
5942,74477,twenty-two,27,61997,9,8,1994,True,False,8045,9970,109,False,6,7454179.4,Luxury,has pool and has yard
5943,17668,fifty,25,3614,8,9,1995,False,False,8821,8035,326,True,9,1771537.5,Basic,no pool and has yard
5944,19794,twenty-seven,19,57162,1,5,1992,True,False,6784,2848,246,True,10,1985050.2,Luxury,has pool and has yard
5945,21294,fifty-four,44,30584,3,7,2017,True,False,8661,3487,964,False,8,2140798.7,Luxury,has pool and has yard
5946,56753,six,99,93389,9,6,2012,True,False,1207,9980,276,True,7,5682190.2,Basic,no pool and no yard
5947,35753,five,28,66317,5,10,2017,False,True,5690,4870,923,True,6,3580868.7,Basic,no pool and has yard
5948,14118,fifty-nine,37,73671,3,5,1991,False,True,6843,7674,959,False,10,1418040.1,Basic,has pool and has yard
5949,39307,nineteen,55,59330,9,3,1999,False,False,4625,376,571,True,2,3937946.9,Basic,has pool and no yard
5950,21477,forty-nine,18,22096,1,8,1992,True,True,2677,1764,338,True,2,2152653.2,Basic,has pool and no yard
5951,52264,fifty,89,83169,3,6,2006,True,True,491,4498,981,True,10,5230980.6,Luxury,has pool and has yard
5952,61350,four,92,26720,3,2,1995,False,True,5277,5348,435,True,10,6139665.5,Basic,no pool and has yard
5953,71993,ninety-five,79,84589,6,4,2012,False,True,5357,6969,233,True,3,7211507.2,Basic,has pool and has yard
5954,60450,thirty-two,31,86523,1,9,1996,False,False,3105,9696,688,False,4,6051258.6,Basic,no pool and has yard
5955,42791,twenty-one,38,85417,7,5,2008,False,False,4072,1860,492,True,5,4281322.8,Basic,no pool and no yard
5956,9289,fifty,59,15072,7,6,2008,False,True,7262,950,484,False,1,934488.8,Basic,no pool and no yard
5957,84888,fifty-one,6,70938,10,2,1997,True,False,9528,9199,111,True,0,8489801.7,Basic,no pool and no yard
5958,45867,eighty-four,25,94070,1,6,2019,False,False,6109,4568,178,True,5,4594103.9,Basic,has pool and has yard
5959,72100,ninety-three,97,15019,3,1,2015,True,False,3233,4552,325,False,4,7226586.5,Luxury,has pool and has yard
5960,13381,forty-five,69,363,1,8,2013,True,False,175,9485,634,True,0,1340414.3,Basic,no pool and no yard
5961,27690,twenty-six,31,27913,1,9,1990,True,True,8449,9134,434,False,4,2772656.0,Basic,no pool and no yard
5962,18149,forty-six,92,95781,4,4,2002,True,False,2467,6671,470,True,8,1829948.2,Luxury,has pool and has yard
5963,85154,ten,33,69408,10,6,1994,False,True,9887,8254,740,True,5,8518699.4,Basic,no pool and has yard
5964,10851,seventeen,95,43292,1,4,1999,False,True,6671,6963,387,False,5,1095539.9,Basic,has pool and no yard
5965,19214,ninety,42,9440,2,8,2010,True,True,4573,1119,654,False,9,1925120.0,Basic,has pool and no yard
5966,93450,twenty-three,63,15145,10,9,2021,True,False,4453,7882,416,False,8,9350673.1,Basic,no pool and has yard
5967,25051,thirty-six,32,81086,9,5,1997,False,False,125,5497,978,False,1,2506485.7,Basic,no pool and no yard
5968,54300,ninety-six,60,81415,6,10,2011,False,False,2678,6595,314,True,4,5442438.1,Basic,has pool and has yard
5969,22241,fifty-nine,39,86069,7,3,1990,True,True,523,1501,920,True,3,2225712.0,Basic,no pool and no yard
5970,26853,fifty-seven,28,14115,1,9,2005,False,True,8610,4790,961,False,6,2689625.5,Basic,has pool and no yard
5971,42360,thirteen,59,5879,6,6,1992,True,True,4091,7646,555,False,6,4239495.2,Basic,no pool and no yard
5972,50710,ninety-four,6,64388,1,4,2011,False,False,3848,7271,137,False,2,5071797.1,Basic,no pool and no yard
5973,7512,twenty-seven,24,27327,3,4,1999,True,False,1867,535,508,True,7,758423.9,Luxury,has pool and has yard
5974,28956,three,2,30673,6,6,1991,False,False,7047,8777,879,True,8,2898953.1,Basic,has pool and no yard
5975,71001,seventy-four,46,87640,9,6,1998,True,True,3398,8198,245,False,4,7104645.8,Basic,no pool and no yard
5976,96364,thirty-one,59,48110,6,10,2005,False,False,8954,8226,965,False,4,9648728.5,Basic,has pool and has yard
5977,74315,forty-seven,17,73104,4,7,2002,False,True,2758,2183,721,False,8,7435387.2,Basic,no pool and has yard
5978,4487,sixty-two,64,82960,2,10,2020,True,False,6917,2097,272,True,4,456380.0,Basic,no pool and has yard
5979,75066,twenty-five,79,5708,1,6,2021,False,True,1780,9494,686,True,0,7519416.1,Basic,has pool and has yard
5980,81374,eighty-seven,15,21924,4,4,2020,True,True,1091,4844,629,True,7,8143861.0,Luxury,has pool and has yard
5981,92490,thirty-four,44,83288,7,8,2015,True,True,5233,390,797,True,4,9250743.5,Basic,no pool and no yard
5982,24686,eighty-seven,58,87064,4,8,1995,False,False,1145,2626,760,False,1,2474395.5,Basic,has pool and has yard
5983,81548,fifty-one,71,43662,4,3,2016,False,False,3118,906,480,True,2,8161315.6,Basic,has pool and has yard
5984,83789,forty,55,85979,7,10,1992,False,True,518,5017,404,True,6,8382124.2,Basic,no pool and no yard
5985,82407,seventy-five,70,93627,1,6,2019,True,False,2601,3929,538,True,1,8244581.9,Basic,no pool and no yard
5986,15763,thirty-eight,58,3877,2,7,1994,False,True,8631,3410,835,True,8,1581323.4,Basic,no pool and no yard
5987,56191,thirty,78,31317,1,5,1997,True,False,1325,4869,175,False,2,5629430.7,Basic,has pool and no yard
5988,93324,one hundred,38,53010,7,4,1994,False,True,1027,4439,960,True,10,9343406.4,Basic,has pool and has yard
5989,75039,five,26,32066,2,8,2021,False,False,2821,4767,164,False,2,7512308.1,Basic,has pool and has yard
5990,24270,seventy-three,96,43678,1,9,2005,False,False,9110,973,987,False,0,2436202.5,Basic,has pool and no yard
5991,19277,eighty-five,34,51286,2,2,1990,True,True,9790,5420,415,True,1,1936026.0,Luxury,has pool and has yard
5992,48799,fifty-five,87,94670,4,9,2007,True,False,4551,7698,401,True,4,4886995.7,Basic,no pool and has yard
5993,86184,thirty-eight,50,72903,5,5,1992,True,False,9976,1960,615,True,5,8624330.2,Basic,no pool and has yard
5994,21217,twenty,47,51241,6,3,1995,False,True,3267,8193,936,False,9,2127258.5,Basic,has pool and no yard
5995,90679,five,97,18800,9,9,2019,False,True,9439,1281,331,True,0,9072340.9,Basic,no pool and no yard
5996,75873,six,10,4349,5,3,2015,True,False,8475,5930,558,False,10,7588881.5,Basic,no pool and no yard
5997,58091,forty-six,2,96268,2,4,2014,True,False,7565,7813,170,False,3,5813567.4,Basic,no pool and has yard
5998,89396,eighty-six,97,33928,6,5,1993,False,True,3402,4944,369,True,4,8949480.3,Basic,has pool and no yard
5999,87867,twenty-five,43,69103,2,10,2014,False,False,6211,5558,611,False,3,8788119.4,Basic,no pool and no yard
6000,62655,thirty-two,76,62786,2,6,1997,True,False,9858,2676,176,True,9,6270255.7,Basic,no pool and no yard
6001,55840,eighty-five,14,59649,3,6,2002,True,True,5784,9483,472,False,6,5587969.2,Basic,no pool and has yard
6002,28720,sixty,2,21334,10,9,1993,True,False,1140,4246,836,False,10,2876831.3,Basic,no pool and has yard
6003,79783,four,26,86726,5,1,1993,False,False,1337,6411,538,True,7,7983955.3,Basic,has pool and no yard
6004,68260,eighty-nine,69,61998,1,10,1996,True,True,3248,3918,935,True,6,6829892.6,Basic,no pool and no yard
6005,4113,sixty-four,22,58247,9,5,2013,False,True,7534,9588,923,False,4,416148.3,Basic,no pool and has yard
6006,29556,ninety-one,33,43869,2,4,1990,True,False,6403,5380,677,False,2,2962632.0,Luxury,has pool and has yard
6007,90300,sixty-six,88,51582,1,1,1998,False,False,7415,3686,614,False,5,9037944.8,Basic,no pool and has yard
6008,80439,seventy-seven,89,77584,1,7,2009,True,False,7325,6006,606,False,2,8046219.9,Basic,no pool and no yard
6009,89245,eighty-six,19,94289,4,9,2007,False,True,7958,9750,985,False,2,8930367.7,Basic,has pool and has yard
6010,42540,sixty-eight,51,14618,10,10,1999,False,False,7793,6433,231,False,2,4264337.9,Basic,has pool and has yard
6011,2978,three,29,46118,3,7,2011,True,True,1578,6660,105,False,5,307536.1,Luxury,has pool and has yard
6012,43038,eighteen,62,52253,6,6,1996,True,True,3011,8196,788,False,1,4307230.6,Basic,no pool and has yard
6013,65201,eighty-seven,21,89581,2,10,2007,False,False,7406,2272,108,True,9,6522337.7,Basic,has pool and no yard
6014,16200,seventy-nine,40,3591,2,6,2011,False,True,8974,7426,639,True,7,1621661.1,Basic,no pool and no yard
6015,24095,forty-five,2,57157,1,3,2017,False,False,4398,7544,898,False,1,2409945.7,Basic,no pool and no yard
6016,10503,ninety-four,95,71900,3,3,1995,False,False,7455,7622,438,False,2,1058224.5,Basic,has pool and no yard
6017,90338,seventeen,52,68673,8,8,2005,True,False,4831,5985,641,True,5,9040287.5,Basic,no pool and has yard
6018,58402,eighty-five,65,95691,8,8,2011,True,False,9446,6935,805,True,3,5848466.1,Basic,no pool and has yard
6019,7431,sixty-two,83,71458,9,9,2013,False,False,2823,7392,123,True,4,749725.3,Basic,has pool and has yard
6020,55047,twenty-two,15,32537,10,1,2013,False,False,287,3717,574,False,3,5512488.3,Basic,has pool and has yard
6021,78897,fifty-eight,96,88501,1,5,2007,False,False,1913,5637,765,True,0,7901129.7,Basic,has pool and no yard
6022,52123,thirty-two,52,38055,5,4,2007,True,True,7905,401,889,False,6,5219801.7,Basic,no pool and has yard
6023,41157,twenty-two,8,29853,9,1,2005,True,True,2767,2881,397,False,2,4119982.5,Basic,no pool and has yard
6024,12838,thirty-five,10,47345,1,2,2014,True,False,9562,8822,666,True,5,1286311.4,Basic,no pool and has yard
6025,18285,seventy,87,67500,9,7,2013,True,False,7280,3590,465,True,0,1835040.3,Luxury,has pool and has yard
6026,33435,thirty-three,43,78940,3,1,2020,False,True,7469,388,562,True,4,3349314.0,Basic,has pool and no yard
6027,77618,seventy-eight,29,38605,5,8,2019,False,False,58,7745,619,False,1,7768108.9,Basic,no pool and has yard
6028,64044,thirty-one,43,8926,6,10,1991,False,False,9665,4147,975,False,2,6406275.1,Basic,no pool and no yard
6029,69788,twelve,42,74609,8,2,2020,False,True,5784,6124,561,True,1,6980862.0,Basic,no pool and no yard
6030,5208,sixty-one,69,65029,10,7,2003,False,False,4575,4964,920,True,1,526474.3,Basic,has pool and no yard
6031,69952,seventy-eight,93,75348,1,8,1996,False,True,5595,1882,681,False,7,7001508.6,Basic,no pool and no yard
6032,9613,ninety-five,29,30000,10,3,2019,True,False,8657,5203,410,True,6,969559.9,Basic,has pool and no yard
6033,79915,fifty-one,8,78046,10,6,2005,False,True,5815,3764,477,True,6,7994470.5,Basic,no pool and has yard
6034,99636,eighty-nine,30,85552,6,5,1990,False,True,6629,2976,854,True,3,9969033.0,Basic,no pool and has yard
6035,37822,twenty-three,71,28785,4,10,2011,True,True,384,9476,814,True,9,3785912.1,Basic,no pool and no yard
6036,33726,twenty-eight,59,27869,6,4,2012,True,True,5305,9671,488,False,5,3376333.2,Basic,no pool and no yard
6037,97854,seventy,43,55993,1,5,1991,True,True,2255,9640,505,True,9,9792071.1,Basic,has pool and no yard
6038,80266,twenty-two,75,59679,7,7,2002,True,False,7669,6651,135,False,6,8030275.2,Basic,no pool and no yard
6039,48875,ninety-three,19,88018,1,1,2019,False,False,443,1057,662,False,8,4892360.9,Basic,has pool and no yard
6040,35019,fifty,98,92394,1,3,2021,True,False,2487,5121,822,True,4,3510681.1,Luxury,has pool and has yard
6041,55020,thirty-four,14,43593,9,9,2001,True,True,191,4722,715,False,4,5503232.1,Basic,no pool and no yard
6042,29256,forty-one,87,64566,8,3,1991,False,True,8984,8881,437,False,9,2933216.1,Basic,no pool and has yard
6043,26943,sixty,27,75681,9,6,2014,True,False,8399,5008,973,True,2,2697365.4,Basic,no pool and no yard
6044,11050,sixty-three,5,55473,3,1,2013,True,False,9051,1722,442,False,9,1107198.3,Basic,no pool and has yard
6045,47413,sixty-six,91,61968,8,6,2005,False,True,2015,5507,414,True,3,4743556.5,Basic,no pool and no yard
6046,20002,twelve,76,77642,9,6,1997,False,True,7291,3513,253,True,3,2015304.7,Basic,has pool and has yard
6047,60216,fourteen,97,84535,9,4,2012,False,False,2305,3001,663,True,10,6031741.2,Basic,has pool and has yard
6048,83275,seventy-seven,54,29279,6,5,1999,True,True,6822,5721,614,True,2,8331662.9,Basic,no pool and has yard
6049,80150,seventy-seven,62,926,10,8,1991,False,True,6238,6877,764,True,4,8022700.1,Basic,has pool and no yard
6050,38057,fifty,43,4946,9,8,1997,False,False,7554,7685,134,True,3,3809962.7,Basic,no pool and has yard
6051,53449,seven,33,79386,1,7,2014,False,False,6012,9862,117,False,0,5352469.4,Basic,has pool and has yard
6052,33785,fourteen,17,46932,8,5,2002,False,False,8905,8715,306,False,10,3380715.2,Basic,no pool and no yard
6053,9463,sixty,80,89885,8,4,2001,False,True,6221,1882,953,True,0,956197.1,Basic,no pool and has yard
6054,94370,fifty-five,21,83209,5,2,2013,False,False,7200,479,442,True,4,9445972.3,Basic,has pool and has yard
6055,44698,fifteen,38,13007,5,10,2003,True,False,10,3293,931,True,4,4473490.3,Basic,no pool and no yard
6056,75743,seventy-six,32,26354,6,9,2014,False,True,4005,7010,982,True,6,7580464.4,Basic,no pool and has yard
6057,17622,forty-two,100,56267,5,2,2005,False,True,5686,8824,491,True,1,1767131.5,Basic,no pool and has yard
6058,62662,twenty-eight,92,8650,2,10,2013,True,True,9760,4876,652,True,7,6271685.3,Basic,no pool and no yard
6059,17346,seventy-four,79,12046,1,4,1990,True,True,9506,8061,465,False,3,1740674.0,Basic,has pool and no yard
6060,88899,eighty-four,23,34472,8,5,2020,True,False,3130,6830,769,False,4,8893227.0,Basic,has pool and no yard
6061,72447,sixty-eight,99,48157,6,9,2012,False,False,168,3428,103,True,10,7257991.2,Basic,no pool and has yard
6062,40555,seventy-six,62,928,4,3,2003,False,True,7158,4007,310,False,10,4061001.3,Basic,no pool and has yard
6063,91095,two,33,22508,1,10,2018,False,False,7840,2329,880,True,5,9115770.8,Basic,no pool and has yard
6064,69810,thirty-seven,67,50185,2,4,2003,False,True,8612,5822,477,True,6,6986464.3,Basic,has pool and no yard
6065,27533,sixty-three,87,78291,4,2,2009,True,False,6605,9925,293,True,7,2761258.9,Basic,no pool and has yard
6066,75271,sixty-nine,74,33145,3,2,2002,False,False,8171,4145,125,False,0,7537873.2,Basic,has pool and no yard
6067,42010,seventy,90,68388,10,3,2017,True,False,1113,3329,133,False,8,4206362.7,Basic,has pool and no yard
6068,2169,ninety-six,48,9503,7,10,1992,False,True,1685,7574,978,True,3,221299.2,Basic,has pool and no yard
6069,29004,seventy,24,49297,7,9,2002,True,True,942,3434,365,True,9,2905549.2,Basic,has pool and no yard
6070,32966,eleven,44,45631,4,6,2011,True,False,9942,9669,625,True,8,3303709.1,Basic,has pool and no yard
6071,14859,eighty-two,17,59413,10,6,1992,False,True,636,4915,923,False,9,1492436.2,Basic,has pool and has yard
6072,33640,nine,18,35374,5,4,1995,False,True,2712,8661,105,True,8,3367992.5,Basic,has pool and no yard
6073,73808,six,14,91163,5,8,2002,False,True,513,9712,960,False,6,7388725.2,Basic,has pool and has yard
6074,30807,ninety-nine,54,294,2,8,1998,True,True,6559,8744,156,False,0,3083235.8,Basic,no pool and no yard
6075,14243,eighty-five,90,39289,9,8,2016,True,True,8832,3919,148,False,2,1430473.6,Basic,has pool and no yard
6076,82190,sixty-five,81,93480,6,7,2019,True,False,4936,2599,221,True,8,8221240.9,Basic,no pool and no yard
6077,31968,eighty-seven,76,11119,1,1,2015,False,True,9147,8334,912,True,5,3203508.5,Basic,has pool and no yard
6078,23558,twenty-six,33,49364,3,3,1996,False,False,4650,2775,411,True,1,2359810.6,Basic,no pool and has yard
6079,81063,ninety-eight,60,35456,8,6,2008,True,False,4818,9221,465,False,10,8113870.8,Basic,has pool and no yard
6080,9542,sixty,2,16762,3,8,2018,True,True,1318,6318,277,False,2,962999.8,Luxury,has pool and has yard
6081,39699,seventy-four,89,9591,8,9,2005,True,True,4477,4430,586,True,0,3977888.5,Basic,has pool and no yard
6082,50788,sixty-four,68,30437,5,1,2018,True,True,2063,9455,705,False,10,5087258.8,Basic,has pool and no yard
6083,41681,twelve,85,68280,1,1,2021,False,False,7883,8257,663,False,10,4173046.1,Basic,has pool and has yard
6084,3798,fifty-three,39,51619,3,8,2014,True,False,8370,4907,366,False,4,385544.4,Basic,no pool and has yard
6085,31044,fifty-three,16,5535,1,10,1999,False,True,698,9004,740,True,5,3106033.9,Basic,no pool and no yard
6086,46291,ninety-seven,33,74303,6,6,2018,False,False,5437,9142,854,False,9,4633898.8,Basic,has pool and no yard
6087,15727,twenty-five,55,17489,1,7,2007,False,True,8350,1546,859,True,8,1577602.7,Basic,no pool and has yard
6088,67555,forty,79,46536,9,7,2018,True,False,3080,4145,931,True,1,6758958.8,Basic,no pool and no yard
6089,1903,two,97,78180,2,2,1997,True,False,5250,3664,262,True,10,193030.7,Basic,no pool and no yard
6090,67271,sixty,79,50779,5,7,2021,True,True,8845,5808,948,True,4,6737040.1,Luxury,has pool and has yard
6091,39217,seven,78,12508,8,9,2007,False,True,9942,9084,680,False,7,3932893.7,Basic,has pool and has yard
6092,62532,twenty-six,52,35831,3,2,1998,True,False,6319,1358,960,True,10,6261175.8,Basic,no pool and has yard
6093,36239,fifty-nine,78,83657,8,2,2000,True,False,6543,1947,968,False,1,3634312.0,Luxury,has pool and has yard
6094,11987,forty-eight,53,34594,9,4,2018,True,False,7342,5115,150,True,1,1203183.8,Basic,no pool and has yard
6095,32862,thirty-nine,83,10742,4,3,2013,True,True,4444,4107,917,True,1,3296039.3,Basic,has pool and no yard
